episode,startTime,endTime,aliveTime,totalRewardGiven,totalPenaltyGiven,crowdingPenalty,totalPreySpawned,totalPredatorsSpawned,maxPreyGeneration,maxPredatorGeneration,foodConsumed,waterConsumed,totalMating,partialMatingReward,animalKilled,reachedLifeEnd,diedFromHunger,diedFromThirst,diedFromHealthOver
1,0.00,99.00,99.00,33.770,76.836,14.067,30,0,0,0,5,2,0,0.000,0,0,28,2,0
2,99.00,215.10,116.10,89.290,51.629,2.233,30,0,0,0,22,6,0,0.000,0,1,23,6,0
3,215.10,317.94,102.84,116.847,55.551,3.842,30,0,0,0,34,6,0,0.000,0,3,17,10,0
4,317.94,426.26,108.32,183.553,61.457,5.900,31,0,1,0,39,12,1,4.050,0,5,23,3,0
5,426.26,592.84,166.58,218.447,108.466,34.758,33,0,1,0,50,11,3,4.500,0,4,20,9,0
6,592.84,710.20,117.36,263.178,74.385,8.934,32,0,1,0,62,18,2,13.500,0,5,22,5,0
7,710.20,876.90,166.70,193.700,62.428,3.934,31,0,1,0,53,16,1,3.000,0,6,17,8,0
8,876.90,996.26,119.36,241.100,58.297,5.585,31,0,1,0,75,18,1,6.000,0,8,9,14,0
9,996.26,1173.22,176.96,253.791,58.248,9.444,32,0,1,0,68,17,2,6.000,0,11,16,6,0
10,1173.22,1389.00,215.78,380.589,62.441,5.885,34,0,1,0,106,27,4,9.750,0,15,8,11,0
11,1389.00,1574.06,185.06,390.167,66.056,13.711,34,0,1,0,99,34,4,11.850,0,13,16,5,0
12,1574.06,1808.48,234.42,448.796,57.988,7.318,35,0,2,0,119,35,5,13.350,0,18,9,8,0
13,1808.48,1982.60,174.12,381.814,67.393,16.718,33,0,1,0,101,33,3,7.950,0,15,14,4,0
14,1982.60,2157.88,175.28,311.606,54.473,6.024,32,0,1,0,90,27,2,4.950,0,15,13,4,0
15,2157.88,2403.06,245.18,589.251,50.601,2.749,38,0,2,0,143,49,8,19.500,0,21,11,6,0
16,2403.06,2657.28,254.22,460.053,49.766,5.074,36,0,2,0,109,37,6,14.850,0,17,15,4,0
17,2657.28,2900.10,242.82,397.442,52.278,5.465,34,0,2,0,106,35,4,13.800,0,16,14,4,0
18,2900.10,3124.12,224.02,516.776,52.155,5.065,36,0,2,0,127,43,6,21.599,0,17,13,6,0
19,3124.12,3393.18,269.06,565.977,59.260,7.440,38,0,2,0,138,44,8,18.749,0,23,10,6,0
20,3393.18,3647.12,253.94,595.190,57.940,4.549,39,0,2,0,142,50,9,23.099,0,20,8,11,0
21,3647.12,3898.68,251.56,717.423,65.463,16.288,43,0,2,0,152,51,13,28.949,0,23,15,6,0
22,3898.68,4123.08,224.40,489.673,69.949,20.520,38,0,2,0,118,36,8,17.699,0,18,12,8,0
23,4123.08,4343.98,220.90,791.109,59.174,8.265,43,0,2,0,171,57,13,35.249,0,29,6,8,0
24,4343.98,4584.96,240.98,546.160,54.265,9.256,37,0,2,0,132,50,7,13.349,0,23,11,3,0
25,4584.96,4847.22,262.26,874.367,70.793,18.404,45,0,2,0,191,62,15,36.449,0,28,10,8,0
26,4847.22,5078.88,231.66,849.444,71.963,4.516,45,0,2,0,179,64,15,34.799,0,32,8,5,0
27,5078.88,5341.38,262.50,570.463,59.812,14.872,38,0,2,0,144,41,8,18.749,0,21,9,8,0
28,5341.38,5620.22,278.84,681.144,60.035,8.248,39,0,2,0,163,54,9,26.249,0,27,10,2,0
29,5620.22,5896.68,276.46,794.164,67.392,11.289,44,0,2,0,170,60,14,32.549,0,28,11,5,0
30,5896.68,6162.62,265.94,754.457,81.517,8.873,43,0,2,0,178,55,13,26.099,0,25,8,10,0
31,6162.62,6367.92,205.30,695.123,58.702,9.148,39,0,1,0,161,55,9,25.949,0,30,8,1,0
32,6367.92,6643.38,275.46,1109.460,74.318,10.614,51,0,2,0,223,80,21,47.104,0,35,10,6,0
33,6643.38,6924.58,281.20,558.515,71.937,3.849,37,0,2,0,136,51,7,18.603,0,19,14,4,0
34,6924.58,7142.80,218.22,994.268,59.751,8.031,47,0,2,0,189,71,17,35.706,0,32,11,4,0
35,7142.80,7424.54,281.74,992.908,73.433,8.073,46,0,2,0,176,71,16,38.256,0,29,14,4,0
36,7424.54,7702.32,277.78,983.389,56.030,9.306,44,0,2,0,187,65,14,36.456,0,33,7,4,0
37,7702.32,8037.88,335.56,1423.186,82.114,11.789,57,0,3,0,252,84,27,48.608,0,35,11,11,0
38,8037.88,8281.06,243.18,925.848,62.221,10.814,43,0,2,0,184,63,13,33.455,0,27,8,8,0
39,8281.06,8617.00,335.94,1249.857,64.684,9.206,51,0,3,0,224,83,21,41.707,0,42,6,3,0
40,8617.00,8897.96,280.96,1267.674,72.718,12.772,52,0,2,0,225,79,22,45.757,0,36,8,8,0
41,8897.96,9257.72,359.76,1143.852,71.740,9.448,50,0,3,0,209,80,20,37.956,0,30,12,8,0
42,9257.72,9421.52,163.80,510.398,69.401,21.461,33,0,1,0,101,41,3,26.104,0,10,21,2,0
43,9421.52,9790.58,369.06,1442.430,70.164,10.039,55,0,3,0,245,99,25,49.058,0,46,9,0,0
